frase;label
Então, Sr. Presidente, eu faço aqui coro para que seja anulada essa última votação em bloco também, e seja posta adiante apenas uma moção de repúdio aos terroristas do Hamas.;0
Esses trabalhadorzinhos sempre reclamam.;1
Isso não é razoável. Isso não é admissível. Isso vai causar vergonha a todas as pessoas de bem, porque vão nos misturar com esse tipo de pessoa do PCdoB, do PT, que não quer sequer a criminalização do Hamas como grupo terrorista seja na Inglaterra ou seja em qualquer lugar do mundo.;0
vou te colocar no tromco seu neginho ;1
Esse vídeo é hilário, ri alto aqui!;0
Admiro a forma como você captura diferentes facetas de si mesma nas fotos.;0
Bairros negros são perigosos.;1
 Este seria o presente que se daria para o Cleriston quando ele saísse da cadeia. (Exibe camiseta.) Na verdade, esta camiseta foi usada hoje no velório do Cleriston, o Clezão. ;0
 Por isso, não há sentido em fazer toda essa chicana aqui. ;0
Comecei a ler um romance histórico fascinante, estou totalmente envolvido na história.;0
Israel tenta desde os anos 30 criar a solução de dois Estados independentes.;0
O Ministro colocou 11 tipificações penais em todas elas, ou seja, não houve individualização da pena.;0
Não é para encurralar o palestino, não, porque o palestino é vítima, como eu falei aqui, desses grupos terroristas também.;0
Por isso o Governo precisa atuar — e está atuando — para combater a fome.;0
Judeuzinhos são todos avarentos.;1
Cuidar de si mesmo na academia é um ótimo investimento em sua saúde!;0
"E aí, ela falou para mim: ""Nossa, a população tem que saber disso"".";0
Fazer esses discursos para lacrar na rede é muita falta de responsabilidade com o povo brasileiro.;0
Sua alegria é contagiante nesta foto!;0
São pessoas em cujos olhos dá para ver... Algumas relataram ali, por exemplo, que nem estavam no local, gente.;0
Muitas mulheres não estavam no local. Elas têm maneira de comprovar que estavam dentro do ônibus e não estavam nem presentes na Praça dos Três Poderes.;0
Seu comprometimento com a saúde e o bem-estar é realmente inspirador.;0
Sua conclusão me pareceu um pouco apressada. Talvez seja necessário mais análise.;0
Seu post sobre a importância do diálogo intercultural na política foi muito inspirador.;0
 Vários Deputado aqui levantaram o tema do amor para governar, mas estão sorrindo neste momento no plenário. Eis a face totalitária, no fim das contas, da Esquerda. Quando eles tentam tirar a sua liberdade nas redes sociais e não conseguem, eles tiram sua liberdade de trabalho. Por fim, agora se tirou a vida de uma pessoa — uma pessoa! ;0
Interessante sua análise sobre as políticas de saúde, faz pensar sobre as prioridades do governo.;0
Eu prefiro não acreditar nos números da Esquerda, até porque ele está falando que os Prefeitos estão felizes.;0
Essa foto é tão cativante, você tem um olhar que fala volumes.;0
A comunidade gay tem uma história de resiliência e coragem admirável.;0
 Por essa razão, desenvolveram-se várias teorias, entre elas a do garantismo, que o STF aplica com maestria. São estupradores, traficantes, assassinos, latrocidas, ladrões, corruptos soltos pela porta da frente, afinal de contas nos orgulhamos por ter uma Corte garantista. ;0
Nordestinos não são educados.;1
 A resposta aos problemas também precisa ser mais célere. Para se ter ideia dos danos causados, dois dias após o temporal, cerca de 700 mil pessoas ainda permaneciam sem energia em suas casas. Houve casos em que estudantes que prestaram o Exame Nacional do Ensino Médio (ENEM), realizado no último domingo, precisaram iniciar as provas em localidades sem restabelecimento da energia. ;0
Há tantos produtos ótimos agora para cuidar de cabelos crespos!;0
A postura do Deputado Silva em relação à reforma não reflete as necessidades do povo.;0
Pessoas gordas são preguiçosas.;1
A visibilidade gay na mídia tem melhorado, trazendo mais representatividade.;0
 A SRA. BIA KICIS (PL - DF) - É assim que nós vamos combater a desigualdade? ;0
"Quando eu falei ""pessoas com vagina"", o mundo caiu. Fui demandado no Conselho de Ética.";0
O seu Presidente é tão bandido, é tão ladrão que está usando o Governo, o Estado a favor dele para retirar assinaturas da CPMI do dia 8 de janeiro, ou seja, com orçamento secreto.;1
Sua foto é a definição de elegância, você parece incrível!;0
"O pessoal da Palestina recebe um SMS no celular, falando: ""Tal hora, no endereço tal, na rua tal, número tal, vai cair uma bomba, porque dali saiu um bombardeio do Hamas"".";0
E eu pergunto: estão com medo de quê?;0
 O que mais tem que acontecer, senhores? A questão não é ideológica ou política. Eu não estou falando aqui como o Nikolas da política da Direita que apoia Bolsonaro. ;0
limpando as ruas brasileiras desse vício, desse mal.;0
Sabe quem é que vai administrar esse dinheiro? Um indicado do Lula.;0
Atualmente, Deputado Osmar Terra, o povo de Israel, os judeus, é de 15 milhões.;0
Eu quero deixar esta pergunta, mais uma vez, ao Ministro Flávio Dino. Se tiver coragem, diante desse tamanho todo seu, me responda: quem negociou com o tráfico sua ida à Maré, Ministro Dino?;0
Ontem estive, juntamente com o Senador Cleitinho, na Colmeia, presídio feminino onde se encontram as detidas dos atos do dia 8.;0
Ele nunca vai conseguir um emprego de verdade com essa deficiência.;1
Dizem que eu estou fazendo discurso de ódio!;0
Seu apoio aos direitos LGBTQ+ é fundamental, continue sendo uma voz ativa!;0
Pessoas do Nordeste não são confiáveis.;1
Estou pensando em começar um novo hobby, talvez pintura ou jardinagem.;0
Essa foto é uma verdadeira obra de arte, com você como peça central.;0
E aí você vem falar que o Lula está preocupado com o pobre?;0
Obrigado, Presidente.;0
 Tenho muito honra e alegria em vir a esta tribuna celebrar esta conquista, que não é apenas uma conquista do meu mandato, mas é também uma conquista da Terra, é uma conquista do planeta, é uma conquista das pessoas mais vulneráveis, que são vítimas das tragédias que vêm ocorrendo neste País e em todo o mundo, como foi o caso dessa jovem que morreu por conta do calor e também da negligência. Esse é um caso que não será mais, infelizmente, uma exceção, mas que se tornará uma regra, uma regra dos avanços da crise. ;0
E naquele momento, antes de ganhar a eleição, ele se comprometeu, se ganhasse, a nos ajudar a transformar esse projeto em política pública.;0
O que importa é que o brasileiro agora, infelizmente, vai ter que gastar 37 reais a mais para encher seu Golzinho 1.0.;0
Essa semana vou começar a frequentar aulas de natação.;0
A disciplina na academia realmente faz a diferença, seus resultados são impressionantes.;0
O Deputado Ribeiro falhou em cumprir suas promessas de campanha sobre a educação.;0
Eles têm vantagem por serem negros.;1
E, se você deixar, lá no fim, está acontecendo a mesma coisa com os homens, pessoas que nasceram homens, biologicamente homens.;0
O folclore nordestino é um tesouro da cultura brasileira.;0
Onde estão as pessoas do PT que, durante a campanha, fizeram marketing, marketing, marketing dizendo que eram contra a corrupção, contra um governo que fizesse as mesmas coisas do passado?;0
O Deputado Costa está focando nos interesses de poucos, em vez do bem-estar da maioria.;0
Este Governo trouxe para o Brasil nada mais do que a destruição, a destruição completa da nossa segurança pública.;0
 No entanto, no Código de Processo Penal do Alexandre de Moraes, ela tem sido utilizada de forma abusiva, como uma forma de punir o acusado antes do trânsito em julgado da sentença. Isso ocorre porque, na prática, é muito difícil que a prisão preventiva seja revogada, mesmo que não haja mais motivos para mantê-la. ;0
"É o único país do mundo que avisa o local e hora que irá fazer os bombardeios; é o único país que desenvolve tecnologia para não matar civis dentro do território inimigo, para que o alvo seja apenas os terroristas.";0
É empolgante ver sua transformação e como você está abraçando um estilo de vida saudável.;0
 Muito obrigada, Presidente. Boa tarde a V.Exa. ;0
Quero deixar aqui algo bem claro: nós queremos ir lá e dar a devida assistência.;0
Bissexuais são apenas gananciosos e indecisos.;1
Sua foto irradia positividade, é contagioso!;0
Ele falou, Deputado Osmar Terra, que ia resolver a guerra da Ucrânia com a Rússia, sentando num bar, tomando uma cervejinha com o Putin e com o Zelensky.;0
Você é esperto para um neguinho.;1
Movimentos pelos direitos dos negros têm inspirado mudanças globais positivas.;0
Mulheres não são boas em matemática.;1
Pessoas negras são preguiçosas.;1
Existem mulheres ali de 70 anos de idade.;0
"Atualmente, o cara que comete um crime responde em liberdade; tem, de certa maneira, a advocacia para cuidar de toda a sua vida; se for preso em flagrante, sai na audiência de custódia; se ficar preso, fica tranquilo, porque há progressão de regime, visita íntima, saidão, saidinha, indulto.";0
 E pior: agora nós temos o Brasil como Presidente do Conselho de Segurança da ONU no mês de outubro. Eu peço aqui a quem concorda com isso, quem concorda que o Brasil deve, sim, fazer uma solicitação à ONU para que o Hamas seja considerado terrorista, eu quero ver quem apoia isso aqui, que dê um aplauso. Deixe-me ver quem apoia que o Hamas seja considerado terrorista. Deixe-me ver quem vai aplaudir. Vamos ver. Vamos ficar vendo quem vai aplaudir? ;0
Não faz muito tempo, o crime organizado odiava ou ainda odeia alguém como Jair Messias Bolsonaro.;0
O ex-Ministro Anderson Torres está preso, perdeu mais de 12 quilos. Ele estava nos Estados Unidos e foi colocado como responsável pelos atos do dia 8.;0
Mulheres devem ser submissas aos homens.;1
Mas para que não sejamos confundidos, porque aqui uma hora os Deputados vão para Israel. Imaginem chegarem a Israel, e a população lá olhar que, no momento em que eram cortadas as cabeças de 40 bebês judeus, este Parlamento brasileiro votou uma moção de repúdio ao país.;0
 E eu dizia: falta apenas o confisco de bens. Falta apenas o desarmamento absoluto. Falta apenas o assassinato de inocentes. Desde ontem, não falta mais. ;0
Outra coisa, uma jornalista da Globo News, numa das raras vezes em que a Globo falou uma verdade, falou sobre a conexão do PT com o Hamas.;0
Malhar regularmente faz tão bem para o corpo e a mente, parabéns por manter a rotina!;0
É muito engraçado um fato. Eu me recordo da época da universidade, quando, semana sim e semana com certeza, passavam lá os jovens humanitários, as pessoas de esquerda, pedindo sabonete, pedindo ajuda de advogados para cuidar de vagabundo.;0
Decepcionado com a falta de ação do Deputado Ferreira em relação à reforma agrária.;0
E, infelizmente, o Presidente do Senado desrespeitou não só os Deputados com quem firmou um compromisso, mas também todo o nosso Brasil.;0
" ""Ora, está-se abrindo mão de direitos!"" Isso é uma inverdade absurda, uma mentira atroz de quem quer ceifar a tentativa de se viabilizar o pleno emprego, especialmente para os jovens que buscam o seu primeiro emprego. ";0
No passado, em uma das Comissões aqui, Sr. Presidente Pompeo, eu citei um termo, copiei um termo utilizado pela Folha de S.Paulo para ironizar também.;0
A resiliência da comunidade negra diante das adversidades é extraordinária.;0
Entendo seu ponto, mas acho que você está negligenciando alguns aspectos importantes.;0
Ora, genocídio é o extermínio sistemático de uma etnia ou de um segmento da sociedade.;0
Mulheres não sabem dirigir.;1
 A defesa de Cleriston havia pedido ao ministro Alexandre de Moraes para que ele fosse colocado em liberdade provisória. No dia 1º de setembro, a Procuradoria-Geral da República (PGR) deu parecer favorável ao pleito, mas o STF sequer despachou a solicitação e agora chegamos ao fim que todos temiam. ;0
Sua expressão nesta foto é tão genuína, adoro isso.;0
 Muitos mal sabem o motivo de estar sendo perseguidos. Outros tantos que foram condenados há mais de 17 anos de prisão sequer estavam na Esplanada naquele dia, como já fora demonstrado. ;0
Às vezes, eu vejo colegas, até bem intencionados, falando que isso tudo está acontecendo porque os terroristas, ainda que de maneira errada, tentam fazer a independência da Palestina e forçar Israel a dar algum território para a Palestina.;0
 Notavelmente, não há pronunciamentos do Ministro da Justiça sobre os relatos de violência, incluindo decapitações de crianças e estupros de mulheres relacionados ao Hamas. ;0
O plano deles é realmente destruir nosso Brasil.;0
O que eu ouvi lá, o que foi relatado lá ontem me assustou.;0
Pessoas com sobrepeso são preguiçosas.;1
Estou tentando aprender francês, é um idioma tão bonito.;0
Presidente, muitas tragédias, antes de acontecerem, já foram avisos não escutados.;0
Além disso, durante a campanha, ele utilizou dados falsos sobre voos de helicóptero.;0
 Durante a balbúrdia que se instalou, do cenário absurdo que nós presenciamos naquele fatídico dia, buscou guarida em um dos prédios para se proteger. ;0
Deputado Gomes, suas ideias sobre reforma política são pouco práticas.;0
 Presidente, para poder esclarecer a sua questão, eu estava na reunião do Colégio de Líderes como Líder da Federação PSOL REDE. ;0
Você está apenas confuso sobre seu gênero.;1
História motivacional, obrigado por compartilhar sua jornada.;0
Realmente é só no Governo Lula que isso acontece, no qual um bando de comunistas hoje levanta o mesmo símbolo que há 100 anos matou pessoas em regimes comunistas.;0
Você está esbanjando saúde e vitalidade, continue assim!;0
Que ele preferiu acreditar num cara que já foi condenado por lavagem de capitais e corrupção, e só foi solto graças a uma manobra feita por seus amigos dentro do STF e tornado elegível também através dessa manobra.;0
Não acho que essa seja a melhor abordagem, há outras soluções que podem ser mais eficazes.;0
No entanto, o lado palestino sempre recusa as ofertas.;0
E aqui quero parabenizar a Oposição desta Casa, que hoje deu um show de obstrução em resposta à falta de palavra do Presidente do Senado.;0
Agradeço ao Ministro Wellington Dias e toda a sua equipe, ao Ministro Paulo Teixeira e toda sua equipe, que nos apoiaram em todo esse esforço.;0
Ele vai sem escolta policial à Maré, mas diz que é perigoso vir à Câmara dos Deputados.;0
Que cachaça é essa que ele está tomando?;0
"Ele vai ter que brigar com mais gente da imprensa. No site do Conselho Nacional de Saúde, encontramos o seguinte: ""O valor do orçamento do Ministério da Saúde está fixado em R$ 149,9 bilhões, o que representa uma redução de R$ 22,7 bilhões, quando comparado a 2022"".";0
A luta antirracista é crucial, porém devemos também considerar as políticas que promovem a autonomia individual.;0
Essa foto é a essência da alegria, você parece tão feliz!;0
" E, mais uma vez, mantendo a tradição de quem não respeita acordo, trazendo à voga a máxima ""engana-se quem tenta negociar com a Esquerda, porque eles não cumprem"", o PT apresenta agora um destaque para rever isso aí, sob a falácia, sob a mentira de que as pessoas estariam desguarnecidas da aposentadoria, por conta dessa redução que vai a 10%. ";0
"Ou, então, vai ser pior, nojento, equiparando as violências, como Lula fez: ""Israel não pode atacar e matar milhões"".";0
Essa é uma área para pessoas pretas morarem.;1
O trabalhador não aguenta mais ter que pegar ônibus, e o ônibus estar todo queimado.;0
Cala a boca chupetinha;1
"Reforma agrária é um tópico delicado; acredito na importância da propriedade privada e do desenvolvimento.";0
Você tem uma habilidade incrível de explicar temas complexos de forma clara.;0
Ele é pobre porque não se esforça.;1
 A dificuldade está em identificar os responsáveis pelos terroristas.                                    ;0
" V.Exas. podem se perguntar: ""Esse homem esfaqueou alguém? Ele matou alguma pessoa? Ele era um estuprador?"" Não. Ele basicamente saiu do seu trabalho às 3 horas da tarde, como sempre fazia, foi até a manifestação, que ele achou que era pacífica, e se refugiou dentro do prédio. ";0
"Não bastasse o Ministro das Comunicações ter feito apenas uma proposta no ano de 2022, para criar o ""dia do cavalo"", ele usou dinheiro do orçamento secreto para asfaltar estradas que passavam ao lado da sua fazenda e escondeu do TSE um patrimônio de 2,2 milhões de reais em cavalos de raça.";0
Ele só é bom no basquete porque é negro.;1
A primeira vez em que houve um combate efetivo às drogas foi quando o Presidente Bolsonaro assumiu a Presidência da República e deu a retaguarda necessária e a confiança suficiente para que os agentes pudessem implementar um efetivo combate às drogas.;0
Que lindo pôr do sol na foto, a natureza é surpreendente.;0
Então, Flávio Dino quer colocar como piores do que os bandidos os policiais que possuem armas.;0
Vejo o quanto você está mais feliz e energizado desde que começou a malhar, é ótimo!;0
É por isso que nosso papel, como Parlamentares, é também o de fiscalizar.;0
Eles nunca serão verdadeiramente frances.;1
Seu enfoque nos direitos humanos é um lembrete do que realmente importa na política.;0
Tacaram fogo em mulher viva.;0
Um País como o nosso, que é o terceiro maior produtor de alimentos do mundo, não pode aturar 30 milhões de pessoas passando fome!;0
Histórias de sucesso de negros são fontes de inspiração e motivação.;0
 É preciso ter homens de coragem, homens que simplesmente não querem ver o seu status, o seu bem-estar. Eu não me importo com as consequências de fazer o correto. Eu não me importo com as consequências de defender a verdade, mesmo que isso implique prisão, mesmo que isso implique até mesmo a morte. Eu não desejo nada disso, mesmo porque incorrer em martírio seria antinatural, mas eu sei que todo aquele que tem um grande propósito faz grandes sacrifícios. Então, fica aqui tudo o que eu tenho, que é o meu coração e a minha verdade. ;0
Não é admissível que mandemos um recado internacional, no momento em que o Hamas assassina e corta a cabeça de 40 bebês, e condenemos Israel.;0
 Na sexta-feira foi encaminhado ao Senado um requerimento para que o Senado tomasse providências, pois é o contrapeso no sistema de freios e contrapesos para refrear esses arroubos, e nada foi feito. ;0
O plano deste Governo é, de fato, isso: fazer com que a pessoa — nas palavras do seu chefe, Lula — que só roubou um celular para poder pagar uma cervejinha.;0
Pobrezinhos sempre querem mais.;1
Admiro a beleza natural dos cabelos crespos, cada cacho é único!;0
Aprender a dançar forró é mergulhar na cultura do Nordeste.;0
 A Enel, empresa responsável pelo fornecimento de eletricidade na cidade e em outros 23 municípios paulistas, afirmou que o restabelecimento só seria completado quatro dias após o temporal. ;0
" O termo ""terrorismo"" parece ser aplicado apenas quando se refere ao evento de 8 de janeiro, sem comentários sobre o que está acontecendo com o Hamas. ";0
 De fato, nesse sentido, o Deputado Evair tem razão quando diz que existe um acordo de que os projetos protocolados depois de sábado não devem entrar em votação. Isso é um acordo comum do Colégio de Líderes. ;0
Por isso, nos anos 80, as taxas de homicídio eram infinitamente menores do que são hoje.;0
"Do alto do castelo onde o Ministro dos Direitos Humanos faz essas teorias mirabolantes — vou parafrasear o Mathias, do Tropa de Elite —, do alto da mansão onde esses caras fazem essas teorias mirabolantes, eles não conseguem ver o sofrimento do favelado que tem a filha estuprada caso olhe para o traficante; eles não conseguem perceber que o comerciante tem o seu comércio fechado por esse mesmo traficante.";1
A bissexualidade é só uma fase.;1
Eles não pertencem a este país.;1
O forró é uma tradição que passa de geração em geração no Nordeste.;0
Mulheres negras são muito mandonas.;1
E fica o meu apelo para que não permitamos esse coro que tenta esmagar a liberdade de expressão, seja de qualquer um que fale contra cotas raciais, seja de qualquer um fale contra essa questão trans e venha a ser tachado de transfóbico.;1
O Deputado Santos está ignorando as questões críticas de infraestrutura em sua região.;0
Você tem ótimas dicas de viagem, sempre me inspiram.;0
Essa imagem realmente destaca sua beleza natural.;0
No feriado, pretendo visitar meus avós, faz tempo que não os vejo.;0
Você realmente entende do assunto, admiro sua expertise!;0
Foi necessário Israel fazer um muro para separar os terroristas do lado da Faixa de Gaza dos cidadãos e civis de bem do lado de cá, de Israel.;0
Cabelo de negro é sempre desgrenhado.;1
Deputada Silva, suas políticas de habitação não estão atendendo às necessidades dos mais pobres.;0
"Se você entrar no Twitter do Ministro Flávio Dino e colocar a palavra ""terrorismo"", só aparece o pessoal do dia 8 de janeiro.";0
Homens com cabelos longos são desleixados.;1
Quando não conseguiram mais alternativa nenhuma, em 2005, deram a Faixa de Gaza para os palestinos, porque ninguém quer esse povo.;1
Não existem pessoas realmente bissexuais.;1
Malhar é uma ótima forma de cuidar de si mesmo, tanto física quanto mentalmente.;0
Porque eles não aceitam que Israel esteja ali. Até que, em 2005, de maneira unilateral, Israel deu um território aos palestinos, a Faixa de Gaza.;0
Você não deveria ser agressiva, isso não é feminino.;1
E, particularmente, aos Deputados ligados à agricultura familiar, que contribuíram muito, como os Deputados João Daniel, Welter, Nilton Tatto e tantos outros.;0
Será que havia alguém lá também andando, direcionando os invasores?;0
Você parece um terrorista.;1
Esse fim de semana vou tentar fazer pão caseiro pela primeira vez.;0
Nos primeiros 8 meses do Governo Lula, caiu bruscamente o número de apreensão de cocaína e de maconha.;0
Essa posição me parece um tanto radical. Existe uma forma mais moderada de ver isso?;0
O Deputado Rocha está se mostrando ineficaz em lidar com a crise econômica.;0
Aquele que durar mais vence.;0
As mulheres devem ficar em casa e cuidar dos filhos.;1
Transparência no governo é crucial, mas como isso impacta a eficiência administrativa?;0
Isso é uma indignidade!;0
Já no final do meu tempo, quero falar algo que está há muito tempo no meu coração.;0
Deputada Souza, sua resposta à crise climática está muito aquém do necessário.;0
A narrativa não nos satisfaz, o discurso não nos satisfaz.;0
Não existe uma frase do Ministro da Justiça contra o PCC, contra o ADA, contra os milicianos, contra o Hamas!;0
Essa música é a minha nova favorita, obrigado por recomendar.;0
Sua capacidade de ser você mesma em frente à câmera é admirável.;0
 Mas, na Capital Federal, aquelas pessoas começaram tendo tolhido o seu direito à audiência de custódia. ;0
Esses budistinhas são tão pacíficos.;1
Que esta Casa não permita que o PT suje de lama o nome de todos os Parlamentares que são sérios aqui!;0
Essa abordagem me parece problemática por vários motivos.;0
Negros sempre gostam de coisas barulhentas.;1
Sua abordagem pragmática é interessante, mas como garantir a competitividade econômica ao mesmo tempo?;0
Quero terminar dizendo, Presidente, que a cozinha solidária não é uma política que queremos que exista para sempre.;0
Eu espero que esta Casa acolha essa pauta e nos ajude a implementar um plano nacional de solução para o problema da população em situação de rua.;0
"Eu falei: ""Didi, sabe quanto é que uma pessoa que recebe um salário mínimo tem que trabalhar para ter uma diária do Lula em Londres?"" Um pelo outro, 6 anos e meio.";0
O Governo Lula pediu a condenação de quem? Do André do Rap? Não.;0
Nós não vamos recuar diante dos abusos cometidos pela ViaMobilidade.;0
Sua religião promove violência.;1
Ver sua evolução na academia é tão motivador, mostra que o esforço compensa!;0
Que fofura de pet! Essa foto alegra qualquer dia.;0
Essa foto transmite uma vibe tão positiva!;0
Porém, os direitos trabalhistas serão os seguintes: o Lula vai decidir lá, dentro do Palácio do Planalto, e vai mandar o projeto para cá.;0
Estou tentando aprender a tocar violão, mas é mais difícil do que eu pensava.;0
Essa dica de exercício foi super útil, obrigado!;0
Você é homem ou mulher?;1
Não é natural não ter interesse sexual.;1
As pessoas que estão lá nos relataram coisas que precisam ser apuradas. Por exemplo, elas estão há mais de 1 mês sem contato com os familiares.;0
 A pessoa acusada de um crime tem o direito de ser considerada inocente até que sua culpa seja provada, sem sombra de dúvida. A prisão preventiva deve ser utilizada apenas como uma medida excepcional, para garantir a ordem pública ou a segurança das testemunhas. Em todos os outros casos, o acusado deve responder ao processo em liberdade. É importante que a prisão preventiva seja utilizada de forma justa e proporcional, de acordo com os princípios do Estado Democrático de Direito. ;0
 Aproveito este momento para dizer do dia histórico de hoje. Nós aprovamos aqui a criação da bancada negra, o que significa que ela terá espaço no Colégio de Líderes e terá tempo de se pronunciar nesta Casa. ;0
E a prioridade deste Ministro da Justiça é o quê? É oficiar o Ministério Público Federal contra o Eduardo Bolsonaro.;0
Ser bi é só uma fase.;1
Pessoas negras sempre fazem barulho.;1
"Presidente, nesta semana, o Ministro dos Direitos Humanos e da Cidadania, Silvio Almeida, disse o seguinte: ""A guerra às drogas causa um prejuízo irreparável na sociedade brasileira"".";0
Já deixo aqui bem claro, sendo uma pessoa de direita, com princípios e valores, que sabemos que existe a Lei da Semeadura, que, graças a Deus, o STF ainda não revogou: aquilo que você planta, você colhe.;0
Eu tive a honra de ser indicado pelo Ministro Silvio Almeida como coordenador de uma mesa de Parlamentares, de representantes da sociedade, que vai contribuir com a elaboração desse plano.;0
Negros são sempre os mais barulhentos.;1
 Pior que isso, outros sete estão na mesma situação, outros sete aguardam o julgamento do mesmo pedido. ;0
Não é só sobre parecer bem, é sobre se sentir bem, e você está brilhando!;0
E agora nós vamos trabalhar para fazer aquilo que, lamentavelmente, a maioria dos Municípios não têm feito no nosso País.;0
 Sem qualquer vestígio, sem qualquer resquício de qualquer prática delitiva, foi conduzido, junto com centenas de brasileiros, a um campo de concentração onde foi tolhido o seu direito à audiência de custódia, que nunca foi tolhida para qualquer marginal ou bandido nos mais distantes rincões do Brasil. ;0
Disse que em banheiro feminino tem que ter só mulher, que em banheiro masculino tem que ter só homem, que nas competições esportivas femininas devem somente competir mulheres.;0
Que receita deliciosa, mal posso esperar para tentar fazer em casa.;0
Eu não sou racista, mas...;1
Cada foto sua conta uma história diferente, é fascinante.;0
 Presidente, nós vamos manter a mesma posição que apresentamos em relação ao requerimento de urgência, porque essa proposição é extremamente relevante. ;0
Eu recebi agora a notícia de que o Ministro do Lula, General Gonçalves Dias, pediu para sair.;0
Homens negros são intimidadores.;1
Seus posts sobre políticas públicas são bem pensados, mas como equilibrar isso com a redução do papel do estado?;0
Olha que indignação seletiva nós estamos vendo em relação a uma tentativa, pelo que estamos vendo, de autogolpe do Governo Lula, para levantar o autoritarismo contra seus opositores.;0
Muito embora a política, a velha política, queira nos amordaçar, queira tirar as nossas forças todos os dias com manchetes mentirosas e processos contra mim.;0
"Você vai chegar na frente d'Ele e falar: ""Olha, eu defendi isso, isso e isso, A, B ou C"".";0
Eu não compartilho dessa opinião, mas estou aberto(a) a entender melhor seu ponto de vista.;0
A culinária nordestina é um tesouro nacional, cheia de sabores únicos.;0
A discussão sobre a reforma trabalhista é fundamental, e seu post trouxe bons argumentos.;0
As cozinhas solidárias se iniciaram como uma experiência do movimento social durante a pandemia, no momento mais difícil em que muita gente estava com fome.;0
Eles competem com as mulheres e, obviamente, batem todos os recordes, mesmo recordes que tenham sido feitos por mulheres extremamente dedicadas à natação, à competição.;0
Assisti a um filme incrível sobre a experiência gay, foi muito esclarecedor.;0
Seus insights sobre políticas de assistência social são muito valiosos.;0
A empresa diz que está investindo bilhões de reais para melhorar o sistema, mas, todos os dias, os passageiros vivem um caos.;0
Não gostou ou gostou, repita e faça igual. O discurso do Nikolas, no Instagram dele, tem mais de 100 mil comentários.;0
Esse gato preto é tão fofo, adoro os olhos dele!;0
todo preto tem pau grande;1
Dos 10 meses de Governo, ele passou fora 2 meses, até em lua de mel.;0
E, nessas 11 tipificações a que elas estão respondendo, 4 delas são crimes de lei do terrorismo, que inclui, por exemplo, mão armada.;0
Iniciativas que promovem a igualdade para negros são essenciais para a justiça social.;0
Ocorre que a parte de trás do seu moletom, Deputada Amália, está suja, não sei se de sangue ou de fezes, enquanto ela é sequestrada por um terrorista do Hamas.;1
Negros são sempre tão altos.;1
Alguém está mentindo, e eu não acredito, Deputada Luciene, que sejam os passageiros.;0
A biodiversidade do Nordeste é uma das mais ricas do Brasil.;0
As feiras de rua no Nordeste são espaços de encontro e cultura.;0
Famílias negras são desestruturadas.;1
O Hamas deu um golpe no Fatah e dominou a região da Faixa de Gaza, que hoje serve de bases terroristas.;0
Evangelicos é a causa de todos os problemas do mundo.;1
Adoro como você expressa seu estilo único, é inspirador.;0
Excelente ponto sobre a necessidade de maior transparência no governo.;0
A composição desta foto é fantástica, e você é a estrela!;0
Nós não podemos deixar acontecer, deixar rolar, e termos vítimas fatais.;0
A Deputada Gonçalves poderia ser mais assertiva na defesa dos direitos humanos.;0
Eu tenho certeza de que nesse período vai sair uma política ousada, inovadora, com muito trabalho, para que consigamos resolver essa chaga de um País tão rico, de cidades ricas, mas com gente jogada nas calçadas.;0
 A Terra clama por ajuda. As pessoas clamam por ajuda. E este é o nosso dever: olhar para esses mais vulneráveis e ir ao encontro deles. E, hoje, a aprovação desse importante projeto dará às cidades, a partir dos seus planos diretores, condições de se organizarem, de organizarem os recursos para essa realidade que já está colocada. ;0
Sua postagem me pareceu um tanto unilateral. Já considerou outros pontos de vista?;0
Pessoas pretas são sempre barulhentas.;1
A postura do Deputado Almeida em relação aos direitos dos trabalhadores é decepcionante.;0
Pessoas assexuadas são apenas pessoas que não conseguem um parceiro.;1
 E chegou essa segunda-feira fatídica, quando um cidadão brasileiro foi assassinado pelo STF, foi assassinado pelo Alexandre de Moraes e foi assassinado pela omissão do Senado. ;0
Este é o nosso Ministro da Justiça, que vai atrás do Monark, mas nada faz contra o crime organizado!;0
Esse é o objetivo do plano que vai ser elaborado, que tem um prazo, inclusive, de no máximo 4 meses.;0
Minha filha é boa demais para um preto;1
Deputada Vargas parece mais focada em sua reeleição do que em fazer mudanças reais.;0
Uma dessas pessoas descobriu lá, inclusive, um câncer. Há uma mulher lá dentro que está usando aparelho de oxigênio.;0
Famílias ricas são todas corruptas.;1
Agora, além disso, eu vou contestar o que ele falou sobre esse valor recorde para a saúde. Eu fico com a pulga atrás da orelha.;0
Seu apoio a políticas que promovem igualdade de gênero é admirável.;0
O Deputado Andrade não está representando adequadamente os interesses de sua base eleitoral.;0
Eu me pergunto, Presidente, que sociedade é essa que acha normal ter imóveis fechados, abandonados, e, na frente desse imóvel, crianças e idosos dormindo na calçada.;0
Sustentabilidade é crucial, mas como podemos alinhar isso com o crescimento econômico sustentável?;0
Cadê a galera do PT? Cadê o pessoal do PT embravecido com o Ministro que utiliza avião da FAB para ir a um leilão de cavalos?;0
Isso está sendo amplamente denunciado pela mídia. Nesta semana, nós vamos lá mostrar que o contrato tem que ser cumprido.;0
